date zipcode count
2020/05/11 21084 13
2020/05/11 21085 43
2020/05/11 21087 11
2020/05/11 21090 55
2020/05/11 21093 88
2020/05/11 21102 19
2020/05/11 21104 13
2020/05/11 21108 56
2020/05/11 21113 76
2020/05/11 21114 87
2020/05/11 21117 281
2020/05/11 21122 163
2020/05/11 21128 28
2020/05/11 21131 10
2020/05/11 21133 313
2020/05/11 21136 141
2020/05/11 21144 115
2020/05/11 21146 68
2020/05/11 21154 10
2020/05/11 21157 156
2020/05/11 21158 76
2020/05/11 21161 10
2020/05/11 21163 13
2020/05/11 21201 51
2020/05/11 21202 115
2020/05/11 21204 81
2020/05/11 21205 94
2020/05/11 21206 270
2020/05/11 21207 320
2020/05/11 21208 246
2020/05/11 21209 107
2020/05/11 21210 18
2020/05/11 21211 28
2020/05/11 21212 82
2020/05/11 21213 148
2020/05/11 21214 85
2020/05/11 21215 478
2020/05/11 21216 113
2020/05/11 21217 122
2020/05/11 21218 227
2020/05/11 21219 24
2020/05/11 21220 213
2020/05/11 21221 146
2020/05/11 21222 263
2020/05/11 21223 106
2020/05/11 21224 507
2020/05/11 21225 180
2020/05/11 21226 21
2020/05/11 21227 206
2020/05/11 21228 392
2020/05/11 21229 311
2020/05/11 21230 154
2020/05/11 21231 81
2020/05/11 21234 305
2020/05/11 21236 98
2020/05/11 21237 198
2020/05/11 21239 168
2020/05/11 21244 234
2020/05/11 21286 54
2020/05/11 21401 244
2020/05/11 21403 254
2020/05/11 21409 47
2020/05/11 21502 119
2020/05/11 21532 18
2020/05/11 21601 47
2020/05/11 21607 10
2020/05/11 21613 62
2020/05/11 21617 22
2020/05/11 21619 13
2020/05/11 21620 77
2020/05/11 21629 21
2020/05/11 21632 42
2020/05/11 21638 10
2020/05/11 21639 10
2020/05/11 21640 12
2020/05/11 21643 19
2020/05/11 21649 50
2020/05/11 21651 16
2020/05/11 21655 13
2020/05/11 21666 16
2020/05/11 21668 12
2020/05/11 21678 10
2020/05/11 21701 235
2020/05/11 21702 362
2020/05/11 21703 311
2020/05/11 21704 84
2020/05/11 21713 27
2020/05/11 21716 21
2020/05/11 21727 15
2020/05/11 21738 11
2020/05/11 21740 125
2020/05/11 21742 53
2020/05/11 21750 11
2020/05/11 21754 11
2020/05/11 21755 15
2020/05/11 21758 10
2020/05/11 21769 9
2020/05/11 21770 23
2020/05/11 21771 161
2020/05/11 21774 39
2020/05/11 21776 13
2020/05/11 21783 16
2020/05/11 21784 113
2020/05/11 21787 20
2020/05/11 21788 26
2020/05/11 21793 38
2020/05/11 21794 10
2020/05/11 21795 11
2020/05/11 21797 20
2020/05/11 21801 217
2020/05/11 21804 335
2020/05/11 21811 57
2020/05/11 21817 9
2020/05/11 21826 36
2020/05/11 21842 14
2020/05/11 21851 30
2020/05/11 21853 26
2020/05/11 21863 11
2020/05/11 21875 22
2020/05/11 21901 24
2020/05/11 21904 10
2020/05/11 21911 87
2020/05/11 21912 12
2020/05/11 21921 76
2020/05/12 20601 124
2020/05/12 20602 139
2020/05/12 20603 194
2020/05/12 20607 73
2020/05/12 20613 92
2020/05/12 20616 25
2020/05/12 20619 13
2020/05/12 20622 57
2020/05/12 20623 20
2020/05/12 20634 22
2020/05/12 20636 15
2020/05/12 20637 20
2020/05/12 20639 45
2020/05/12 20640 31
2020/05/12 20646 95
2020/05/12 20650 16
2020/05/12 20653 53
2020/05/12 20657 33
2020/05/12 20659 42
2020/05/12 20662 10
2020/05/12 20664 10
2020/05/12 20677 9
2020/05/12 20678 47
2020/05/12 20685 9
2020/05/12 20695 47
2020/05/12 20705 397
2020/05/12 20706 662
2020/05/12 20707 326
2020/05/12 20708 290
2020/05/12 20710 141
2020/05/12 20711 29
2020/05/12 20712 121
2020/05/12 20714 12
2020/05/12 20715 140
2020/05/12 20716 196
2020/05/12 20720 186
2020/05/12 20721 226
2020/05/12 20722 113
2020/05/12 20723 197
2020/05/12 20724 174
2020/05/12 20732 22
2020/05/12 20733 12
2020/05/12 20735 349
2020/05/12 20736 22
2020/05/12 20737 444
2020/05/12 20740 182
2020/05/12 20743 331
2020/05/12 20744 409
2020/05/12 20745 284
2020/05/12 20746 236
2020/05/12 20747 348
2020/05/12 20748 299
2020/05/12 20754 16
2020/05/12 20755 10
2020/05/12 20763 16
2020/05/12 20764 18
2020/05/12 20769 84
2020/05/12 20770 224
2020/05/12 20772 339
2020/05/12 20774 338
2020/05/12 20781 174
2020/05/12 20782 528
2020/05/12 20783 1220
2020/05/12 20784 563
2020/05/12 20785 448
2020/05/12 20794 163
2020/05/12 20814 156
2020/05/12 20815 130
2020/05/12 20816 43
2020/05/12 20817 139
2020/05/12 20832 90
2020/05/12 20833 15
2020/05/12 20837 16
2020/05/12 20841 43
2020/05/12 20850 199
2020/05/12 20851 91
2020/05/12 20852 171
2020/05/12 20853 195
2020/05/12 20854 202
2020/05/12 20855 57
2020/05/12 20860 45
2020/05/12 20861 9
2020/05/12 20866 90
2020/05/12 20871 68
2020/05/12 20872 64
2020/05/12 20874 325
2020/05/12 20876 162
2020/05/12 20877 415
2020/05/12 20878 200
2020/05/12 20879 197
2020/05/12 20882 50
2020/05/12 20886 313
2020/05/12 20895 113
2020/05/12 20901 313
2020/05/12 20902 628
2020/05/12 20903 474
2020/05/12 20904 558
2020/05/12 20905 112
2020/05/12 20906 736
2020/05/12 20910 305
2020/05/12 20912 222
2020/05/12 21001 42
2020/05/12 21009 51
2020/05/12 21012 115
2020/05/12 21014 115
2020/05/12 21015 47
2020/05/12 21017 10
2020/05/12 21029 30
2020/05/12 21030 83
2020/05/12 21032 48
2020/05/12 21035 10
2020/05/12 21037 88
2020/05/12 21040 86
2020/05/12 21042 63
2020/05/12 21043 185
2020/05/12 21044 142
2020/05/12 21045 217
2020/05/12 21046 56
2020/05/12 21047 19
2020/05/12 21048 14
2020/05/12 21050 142
2020/05/12 21054 74
2020/05/12 21060 157
2020/05/12 21061 279
2020/05/12 21074 24
2020/05/12 21075 147
2020/05/12 21076 82
2020/05/12 21078 20
2020/05/12 21084 14
2020/05/12 21085 45
2020/05/12 21087 11
2020/05/12 21090 55
2020/05/12 21093 91
2020/05/12 21102 19
2020/05/12 21104 13
2020/05/12 21108 56
2020/05/12 21113 76
2020/05/12 21114 87
2020/05/12 21117 286
2020/05/12 21122 167
2020/05/12 21128 28
2020/05/12 21131 10
2020/05/12 21133 317
2020/05/12 21136 144
2020/05/12 21144 116
2020/05/12 21146 68
2020/05/12 21154 10
2020/05/12 21157 160
2020/05/12 21158 76
2020/05/12 21161 10
2020/05/12 21163 13
2020/05/12 21201 52
2020/05/12 21202 115
2020/05/12 21204 85
2020/05/12 21205 95
2020/05/12 21206 273
2020/05/12 21207 359
2020/05/12 21208 247
2020/05/12 21209 108
2020/05/12 21210 18
2020/05/12 21211 28
2020/05/12 21212 82
2020/05/12 21213 150
2020/05/12 21214 85
2020/05/12 21215 480
2020/05/12 21216 115
2020/05/12 21217 125
2020/05/12 21218 232
2020/05/12 21219 24
2020/05/12 21220 217
2020/05/12 21221 147
2020/05/12 21222 265
2020/05/12 21223 105
2020/05/12 21224 520
2020/05/12 21225 180
2020/05/12 21226 21
2020/05/12 21227 207
2020/05/12 21228 398
2020/05/12 21229 315
2020/05/12 21230 155
2020/05/12 21231 81
2020/05/12 21234 307
2020/05/12 21236 98
2020/05/12 21237 200
2020/05/12 21239 171
2020/05/12 21244 236
2020/05/12 21286 55
2020/05/12 21401 246
2020/05/12 21403 255
2020/05/12 21409 50
2020/05/12 21502 120
2020/05/12 21532 18
2020/05/12 21601 47
2020/05/12 21607 10
2020/05/12 21613 66
2020/05/12 21617 22
2020/05/12 21619 13
2020/05/12 21620 80
2020/05/12 21629 23
2020/05/12 21632 42
2020/05/12 21638 10
2020/05/12 21639 10
2020/05/12 21640 13
2020/05/12 21643 19
2020/05/12 21649 52
2020/05/12 21651 17
2020/05/12 21655 13
2020/05/12 21666 17
2020/05/12 21668 13
2020/05/12 21678 10
2020/05/12 21701 237
2020/05/12 21702 367
2020/05/12 21703 317
2020/05/12 21704 84
2020/05/12 21713 28
2020/05/12 21716 21
2020/05/12 21727 15
2020/05/12 21738 11
2020/05/12 21740 127
2020/05/12 21742 53
2020/05/12 21750 11
2020/05/12 21754 11
2020/05/12 21755 15
2020/05/12 21758 11
2020/05/12 21769 9
2020/05/12 21770 23
2020/05/12 21771 162
2020/05/12 21774 39
2020/05/12 21776 13
2020/05/12 21783 16
2020/05/12 21784 115
2020/05/12 21787 20
2020/05/12 21788 26
2020/05/12 21793 38
2020/05/12 21794 10
2020/05/12 21795 11
2020/05/12 21797 20
2020/05/12 21801 219
2020/05/12 21804 341
2020/05/12 21811 57
2020/05/12 21817 9
2020/05/12 21826 36
2020/05/12 21842 14
2020/05/12 21851 30
2020/05/12 21853 27
2020/05/12 21863 11
2020/05/12 21875 21
2020/05/12 21901 24
2020/05/12 21904 10
2020/05/12 21911 88
2020/05/12 21912 14
2020/05/12 21921 76
2020/05/13 20601 128
2020/05/13 20602 140
2020/05/13 20603 195
2020/05/13 20607 74
2020/05/13 20613 98
2020/05/13 20616 26
2020/05/13 20619 13
2020/05/13 20622 57
2020/05/13 20623 20
2020/05/13 20634 22
2020/05/13 20636 16
2020/05/13 20637 20
2020/05/13 20639 45
2020/05/13 20640 31
2020/05/13 20646 97
2020/05/13 20650 18
2020/05/13 20653 57
2020/05/13 20657 33
2020/05/13 20659 43
2020/05/13 20662 12
2020/05/13 20664 10
2020/05/13 20677 10
2020/05/13 20678 47
2020/05/13 20685 10
2020/05/13 20695 48
2020/05/13 20705 405
2020/05/13 20706 670
2020/05/13 20707 333
2020/05/13 20708 298
2020/05/13 20710 145
2020/05/13 20711 35
2020/05/13 20712 123
2020/05/13 20714 12
2020/05/13 20715 142
2020/05/13 20716 199
2020/05/13 20720 186
2020/05/13 20721 231
2020/05/13 20722 121
2020/05/13 20723 202
2020/05/13 20724 184
2020/05/13 20732 23
2020/05/13 20733 12
2020/05/13 20735 355
2020/05/13 20736 23
2020/05/13 20737 462
2020/05/13 20740 185
2020/05/13 20743 340
2020/05/13 20744 413
2020/05/13 20745 286
2020/05/13 20746 239
2020/05/13 20747 352
2020/05/13 20748 303
2020/05/13 20754 16
2020/05/13 20755 10
2020/05/13 20763 17
2020/05/13 20764 18
2020/05/13 20769 84
2020/05/13 20770 228
2020/05/13 20772 345
2020/05/13 20774 340
2020/05/13 20781 176
2020/05/13 20782 537
2020/05/13 20783 1242
2020/05/13 20784 575
2020/05/13 20785 454
2020/05/13 20794 167
2020/05/13 20814 157
2020/05/13 20815 131
2020/05/13 20816 44
2020/05/13 20817 140
2020/05/13 20832 95
2020/05/13 20833 15
2020/05/13 20837 16
2020/05/13 20841 44
2020/05/13 20850 202
2020/05/13 20851 94
2020/05/13 20852 177
2020/05/13 20853 203
2020/05/13 20854 207
2020/05/13 20855 59
2020/05/13 20860 45
2020/05/13 20861 9
2020/05/13 20866 94
2020/05/13 20871 70
2020/05/13 20872 70
2020/05/13 20874 328
2020/05/13 20876 164
2020/05/13 20877 426
2020/05/13 20878 204
2020/05/13 20879 204
2020/05/13 20882 50
2020/05/13 20886 318
2020/05/13 20895 114
2020/05/13 20901 324
2020/05/13 20902 642
2020/05/13 20903 488
2020/05/13 20904 563
2020/05/13 20905 116
2020/05/13 20906 749
2020/05/13 20910 307
2020/05/13 20912 225
2020/05/13 21001 43
2020/05/13 21009 53
2020/05/13 21012 117
2020/05/13 21014 118
2020/05/13 21015 48
2020/05/13 21017 11
2020/05/13 21029 30
2020/05/13 21030 86
2020/05/13 21032 50
2020/05/13 21034 9
2020/05/13 21035 10
2020/05/13 21037 90
2020/05/13 21040 86
2020/05/13 21042 63
2020/05/13 21043 189
2020/05/13 21044 145
2020/05/13 21045 219
2020/05/13 21046 57
2020/05/13 21047 19
2020/05/13 21048 15
2020/05/13 21050 143
2020/05/13 21054 74
2020/05/13 21060 165
2020/05/13 21061 290
2020/05/13 21074 24
2020/05/13 21075 151
2020/05/13 21076 85
2020/05/13 21078 20
2020/05/13 21084 15
2020/05/13 21085 47
2020/05/13 21087 11
2020/05/13 21090 57
2020/05/13 21093 97
2020/05/13 21102 21
2020/05/13 21104 13
2020/05/13 21108 56
2020/05/13 21113 78
2020/05/13 21114 89
2020/05/13 21117 289
2020/05/13 21122 172
2020/05/13 21128 28
2020/05/13 21131 10
2020/05/13 21133 320
2020/05/13 21136 148
2020/05/13 21144 120
2020/05/13 21146 68
2020/05/13 21154 10
2020/05/13 21157 162
2020/05/13 21158 76
2020/05/13 21161 10
2020/05/13 21163 13
2020/05/13 21201 53
2020/05/13 21202 115
2020/05/13 21204 86
2020/05/13 21205 99
2020/05/13 21206 284
2020/05/13 21207 369
2020/05/13 21208 249
2020/05/13 21209 108
2020/05/13 21210 17
2020/05/13 21211 29
2020/05/13 21212 83
2020/05/13 21213 153
2020/05/13 21214 85
2020/05/13 21215 482
2020/05/13 21216 119
2020/05/13 21217 130
2020/05/13 21218 235
2020/05/13 21219 24
2020/05/13 21220 221
2020/05/13 21221 151
2020/05/13 21222 272
2020/05/13 21223 106
2020/05/13 21224 540
2020/05/13 21225 184
2020/05/13 21226 21
2020/05/13 21227 213
2020/05/13 21228 403
2020/05/13 21229 326
2020/05/13 21230 156
2020/05/13 21231 84
2020/05/13 21234 321
2020/05/13 21236 100
2020/05/13 21237 206
2020/05/13 21239 174
2020/05/13 21244 238
2020/05/13 21286 55
2020/05/13 21401 249
2020/05/13 21403 262
2020/05/13 21409 50
2020/05/13 21502 120
2020/05/13 21532 18
2020/05/13 21601 48
2020/05/13 21607 10
2020/05/13 21613 66
2020/05/13 21617 22
2020/05/13 21619 13
2020/05/13 21620 80
2020/05/13 21629 23
2020/05/13 21632 43
2020/05/13 21638 10
2020/05/13 21639 10
2020/05/13 21640 15
2020/05/13 21643 19
2020/05/13 21649 52
2020/05/13 21651 17
2020/05/13 21655 13
2020/05/13 21666 17
2020/05/13 21668 13
2020/05/13 21678 10
2020/05/13 21701 242
2020/05/13 21702 369
2020/05/13 21703 325
2020/05/13 21704 84
2020/05/13 21713 28
2020/05/13 21716 21
2020/05/13 21727 15
2020/05/13 21738 11
2020/05/13 21740 127
2020/05/13 21742 54
2020/05/13 21750 11
2020/05/13 21754 11
2020/05/13 21755 15
2020/05/13 21758 11
2020/05/13 21769 10
2020/05/13 21770 23
2020/05/13 21771 165
2020/05/13 21774 40
2020/05/13 21776 13
2020/05/13 21783 16
2020/05/13 21784 116
2020/05/13 21787 20
2020/05/13 21788 26
2020/05/13 21793 39
2020/05/13 21794 11
2020/05/13 21795 12
2020/05/13 21797 20
2020/05/13 21801 237
2020/05/13 21804 364
2020/05/13 21811 59
2020/05/13 21817 9
2020/05/13 21826 36
2020/05/13 21842 14
2020/05/13 21851 38
2020/05/13 21853 27
2020/05/13 21863 12
2020/05/13 21875 21
2020/05/13 21901 24
2020/05/13 21904 10
2020/05/13 21911 88
2020/05/13 21912 14
2020/05/13 21921 77
